12478;1002900;2;02/08/2017
10385;1001405;1;02/08/2017
13232;1000048;2;02/08/2017
12286;1002620;1;03/08/2017
13100;1002445;1;04/08/2017
14044;1000269;1;04/08/2017
13100;1002445;2;05/08/2017
11869;1003147;1;06/08/2017
10264;1000199;1;06/08/2017
13473;1003025;1;06/08/2017
11801;1003638;2;06/08/2017
13473;1003025;2;07/08/2017
15030;1002763;2;07/08/2017
10350;1003383;1;08/08/2017
14703;1001248;1;08/08/2017
12839;1000894;1;08/08/2017
10350;1003383;2;09/08/2017
10264;1000199;2;09/08/2017
10385;1001405;2;09/08/2017
13460;1000417;1;09/08/2017
12286;1002620;2;09/08/2017
10238;1001470;1;10/08/2017
14378;1002535;2;12/08/2017
11869;1003147;2;12/08/2017
10238;1001470;2;14/08/2017
14146;1003223;1;15/08/2017
11166;1002265;1;15/08/2017
12395;1003825;1;15/08/2017
14703;1001248;2;15/08/2017
10264;1000037;1;16/08/2017
14444;1002924;1;16/08/2017
10264;1000037;2;17/08/2017
10873;1001368;2;18/08/2017
13654;1002784;1;18/08/2017
11526;1001793;1;18/08/2017
12489;1003584;1;18/08/2017
14046;1003124;1;18/08/2017
12478;1002633;1;18/08/2017
10238;1001116;1;19/08/2017
12839;1000894;2;19/08/2017
11526;1001793;2;20/08/2017
14146;1003223;2;20/08/2017
12050;1001818;1;20/08/2017
13654;1002784;2;20/08/2017
12489;1003584;2;21/08/2017
12050;1001818;2;21/08/2017
14044;1000269;2;22/08/2017
11166;1002265;2;22/08/2017
12371;1001625;1;24/08/2017
10943;1000422;1;24/08/2017
13100;1002162;1;24/08/2017
14444;1002924;2;24/08/2017
10238;1001116;2;25/08/2017
11526;1001570;1;25/08/2017
10385;1001397;1;26/08/2017
11555;1002554;1;26/08/2017
11851;1002645;1;26/08/2017
12395;1003825;2;27/08/2017
14444;1002620;1;27/08/2017
10943;1000422;2;27/08/2017
11851;1002645;2;27/08/2017
13460;1000417;2;27/08/2017
12044;1002431;1;27/08/2017
14103;1003798;1;27/08/2017
12044;1002431;2;28/08/2017
10350;1003190;1;28/08/2017
11632;1002633;1;28/08/2017
13232;1000025;1;28/08/2017
13100;1002162;2;29/08/2017
13785;1003098;1;29/08/2017
13364;1001712;1;30/08/2017
11526;1001570;2;30/08/2017
10350;1003190;2;30/08/2017
14444;1002620;2;30/08/2017
14146;1003070;1;30/08/2017
11555;1002554;2;30/08/2017
14542;1001505;1;31/08/2017
13473;1002710;1;31/08/2017
12839;1000752;1;31/08/2017
14584;1003311;1;31/08/2017
10972;1001784;1;31/08/2017
10580;1001116;1;31/08/2017
11976;1003355;1;01/09/2017
15077;1002799;1;01/09/2017
12890;1003054;1;01/09/2017
10385;1001397;2;01/09/2017
13785;1003098;2;02/09/2017
11526;1001443;1;03/09/2017
11502;1003436;1;03/09/2017
12839;1000752;2;03/09/2017
13364;1001712;2;03/09/2017
13473;1002710;2;03/09/2017
14146;1003070;2;03/09/2017
13232;1000025;2;03/09/2017
14103;1003798;2;03/09/2017
14584;1003311;2;03/09/2017
12489;1003238;1;04/09/2017
12478;1002633;2;04/09/2017
11502;1003436;2;04/09/2017
14243;1002035;1;04/09/2017
13364;1001570;1;04/09/2017
12286;1002431;1;05/09/2017
14703;1000964;1;05/09/2017
10972;1001784;2;06/09/2017
11869;1002862;1;07/09/2017
12286;1002431;2;07/09/2017
10580;1001116;2;07/09/2017
14046;1003124;2;07/09/2017
13473;1002611;1;07/09/2017
11976;1003355;2;07/09/2017
14243;1002035;2;08/09/2017
14991;1000151;1;08/09/2017
13654;1002484;1;08/09/2017
10264;1003726;1;08/09/2017
11869;1002862;2;08/09/2017
14146;1002974;1;08/09/2017
14378;1002330;1;08/09/2017
12371;1001625;2;09/09/2017
13364;1001570;2;09/09/2017
12489;1003238;2;09/09/2017
14103;1003550;1;09/09/2017
13356;1001818;1;10/09/2017
11600;1002983;1;10/09/2017
11555;1002445;1;10/09/2017
14444;1002494;1;10/09/2017
12395;1003808;1;10/09/2017
13356;1001818;2;11/09/2017
11801;1003341;1;11/09/2017
13473;1002611;2;11/09/2017
14703;1000964;2;11/09/2017
13586;1000224;1;11/09/2017
13586;1000224;2;12/09/2017
13654;1002484;2;12/09/2017
15030;1002554;1;12/09/2017
14444;1002494;2;12/09/2017
11350;1001248;1;12/09/2017
11350;1001248;2;13/09/2017
11555;1002445;2;13/09/2017
11600;1002983;2;13/09/2017
13654;1002162;1;13/09/2017
11976;1003171;1;13/09/2017
14584;1003279;1;13/09/2017
11851;1002494;1;13/09/2017
10972;1001389;1;13/09/2017
11166;1002008;1;14/09/2017
14991;1000151;2;14/09/2017
14703;1000935;1;14/09/2017
13569;1001872;1;14/09/2017
10972;1001389;2;14/09/2017
10161;1001799;1;14/09/2017
11300;1000269;1;14/09/2017
12890;1003054;2;15/09/2017
13364;1001348;1;15/09/2017
10943;1000378;1;15/09/2017
10161;1001799;2;15/09/2017
13364;1001348;2;16/09/2017
14991;1000112;1;16/09/2017
14103;1003550;2;16/09/2017
13232;1003808;1;16/09/2017
15030;1002554;2;16/09/2017
10385;1001116;1;16/09/2017
11918;1003904;1;17/09/2017
10943;1000378;2;17/09/2017
13654;1002162;2;17/09/2017
11632;1002633;2;17/09/2017
12050;1001503;1;17/09/2017
12395;1003808;2;17/09/2017
15162;1003825;1;17/09/2017
11801;1003341;2;18/09/2017
13569;1001872;2;18/09/2017
12286;1002093;1;18/09/2017
14584;1003279;2;18/09/2017
10905;1000559;1;18/09/2017
10385;1001116;2;18/09/2017
15077;1002799;2;19/09/2017
14542;1001505;2;19/09/2017
11166;1002008;2;19/09/2017
12875;1003190;1;19/09/2017
11851;1002494;2;20/09/2017
10972;1001240;1;20/09/2017
11600;1002567;1;20/09/2017
13015;1003436;1;20/09/2017
13632;1003171;1;20/09/2017
12050;1001503;2;20/09/2017
10238;1000964;1;21/09/2017
13586;1000112;1;21/09/2017
13304;1000908;1;21/09/2017
14703;1000935;2;21/09/2017
13473;1002567;1;21/09/2017
11300;1000269;2;21/09/2017
11526;1001443;2;21/09/2017
10264;1003726;2;22/09/2017
11918;1003904;2;22/09/2017
14044;1000048;1;22/09/2017
14991;1000112;2;22/09/2017
10666;1001335;1;22/09/2017
11976;1003171;2;22/09/2017
12286;1002093;2;23/09/2017
10972;1001240;2;23/09/2017
15020;1000170;1;23/09/2017
10637;1003099;1;23/09/2017
13232;1003808;2;23/09/2017
11869;1002567;1;23/09/2017
12044;1002146;1;23/09/2017
11367;1003341;1;23/09/2017
14378;1002330;2;23/09/2017
11051;1002924;1;23/09/2017
11600;1002567;2;24/09/2017
11869;1002567;2;24/09/2017
13100;1002033;1;24/09/2017
13586;1000112;2;24/09/2017
10238;1000964;2;24/09/2017
11350;1001223;1;24/09/2017
10873;1001167;1;24/09/2017
10161;1001470;1;25/09/2017
10350;1003099;1;25/09/2017
13473;1002567;2;25/09/2017
10972;1001154;1;25/09/2017
10644;1000733;1;25/09/2017
10905;1000559;2;25/09/2017
10580;1000908;1;26/09/2017
12875;1003190;2;26/09/2017
11350;1001223;2;26/09/2017
13990;1001057;1;26/09/2017
10350;1003099;2;26/09/2017
12839;1000712;1;26/09/2017
10637;1003099;2;27/09/2017
13785;1002755;1;27/09/2017
11502;1003430;1;27/09/2017
14146;1002974;2;27/09/2017
11555;1002311;1;27/09/2017
15020;1000170;2;27/09/2017
11367;1003341;2;27/09/2017
12489;1003054;1;28/09/2017
14044;1000048;2;28/09/2017
11976;1002972;1;28/09/2017
11404;1001368;1;28/09/2017
10972;1001154;2;28/09/2017
13460;1000151;1;28/09/2017
13304;1000908;2;28/09/2017
12478;1002605;1;29/09/2017
15179;1002431;1;29/09/2017
13785;1002755;2;29/09/2017
13990;1001057;2;29/09/2017
13654;1001901;1;30/09/2017
13020;1002380;1;30/09/2017
11051;1002924;2;30/09/2017
10873;1001167;2;30/09/2017
11300;1000112;1;30/09/2017
11404;1001368;2;30/09/2017
13356;1001661;1;30/09/2017
10580;1000908;2;30/09/2017
12478;1002605;2;30/09/2017
13569;1001784;1;30/09/2017
14444;1002095;1;01/10/2017
13329;1002972;1;01/10/2017
13100;1002033;2;01/10/2017
10206;1002605;1;01/10/2017
10161;1001470;2;01/10/2017
12371;1001300;1;01/10/2017
11555;1002311;2;01/10/2017
12808;1002605;1;02/10/2017
12955;1001182;1;02/10/2017
13049;1002247;1;02/10/2017
12839;1000712;2;02/10/2017
10644;1000733;2;02/10/2017
15030;1002359;1;02/10/2017
12371;1001300;2;02/10/2017
10666;1001335;2;02/10/2017
10206;1002605;2;02/10/2017
13356;1001661;2;02/10/2017
12044;1002146;2;03/10/2017
13020;1002380;2;03/10/2017
11166;1001743;1;03/10/2017
15162;1003825;2;03/10/2017
13049;1002247;2;03/10/2017
13912;1001147;1;03/10/2017
15030;1002359;2;03/10/2017
11300;1000112;2;03/10/2017
10385;1000751;1;03/10/2017
10580;1000532;1;04/10/2017
14103;1003252;1;04/10/2017
15179;1002431;2;04/10/2017
12093;1002051;1;04/10/2017
10206;1002504;1;04/10/2017
11976;1002972;2;04/10/2017
14243;1002008;1;04/10/2017
13049;1002051;1;04/10/2017
13020;1002311;1;04/10/2017
12618;1002162;1;04/10/2017
14046;1003105;1;04/10/2017
14444;1002095;2;04/10/2017
10775;1003099;1;04/10/2017
12890;1002983;1;05/10/2017
15020;1003798;1;05/10/2017
13632;1003171;2;05/10/2017
12489;1003054;2;05/10/2017
13356;1001335;1;05/10/2017
10775;1003099;2;05/10/2017
10580;1000532;2;06/10/2017
14046;1003105;2;06/10/2017
10232;1002720;1;06/10/2017
12395;1003776;1;06/10/2017
12890;1002983;2;06/10/2017
13015;1003436;2;06/10/2017
13586;1003917;1;06/10/2017
13654;1001901;2;07/10/2017
13364;1001042;1;07/10/2017
13232;1003776;1;07/10/2017
12808;1002605;2;07/10/2017
10232;1002720;2;08/10/2017
14715;1000100;1;08/10/2017
14243;1002008;2;08/10/2017
10580;1000170;1;08/10/2017
11918;1003638;1;08/10/2017
14218;1000712;1;08/10/2017
13990;1000877;1;08/10/2017
13364;1001042;2;08/10/2017
13329;1002972;2;08/10/2017
11221;1003087;1;09/10/2017
13049;1002051;2;09/10/2017
11404;1001223;1;09/10/2017
10331;1000845;1;09/10/2017
13356;1001335;2;09/10/2017
10849;1002690;1;09/10/2017
11221;1003087;2;10/10/2017
11287;1002090;1;10/10/2017
14703;1000617;1;10/10/2017
10943;1000067;1;10/10/2017
11555;1002095;1;10/10/2017
13304;1000583;1;10/10/2017
12044;1001799;1;10/10/2017
15020;1003798;2;10/10/2017
15020;1003584;1;11/10/2017
10580;1000170;2;11/10/2017
14243;1001850;1;11/10/2017
13460;1000151;2;11/10/2017
10666;1001042;1;11/10/2017
10161;1001182;1;11/10/2017
10350;1002799;1;11/10/2017
10849;1002690;2;11/10/2017
14218;1000712;2;11/10/2017
13020;1002311;2;11/10/2017
12258;1003099;1;12/10/2017
14715;1000100;2;12/10/2017
11555;1002095;2;12/10/2017
10331;1000845;2;12/10/2017
12955;1001182;2;12/10/2017
14243;1001850;2;12/10/2017
14703;1000617;2;12/10/2017
12050;1001203;1;12/10/2017
11851;1002311;1;13/10/2017
12044;1001799;2;13/10/2017
12018;1001507;1;13/10/2017
13100;1001811;1;13/10/2017
13232;1003776;2;13/10/2017
10873;1001116;1;13/10/2017
11801;1003252;1;13/10/2017
10264;1003550;1;13/10/2017
10943;1000067;2;14/10/2017
12044;1001532;1;14/10/2017
11600;1002311;1;14/10/2017
13100;1001811;2;14/10/2017
11502;1003430;2;14/10/2017
11350;1000991;1;14/10/2017
10666;1001042;2;14/10/2017
14991;1003695;1;14/10/2017
10972;1000991;1;14/10/2017
12258;1003099;2;15/10/2017
12618;1002162;2;15/10/2017
14378;1002162;1;15/10/2017
10580;1003808;1;15/10/2017
14584;1003099;1;15/10/2017
11287;1002090;2;15/10/2017
10972;1000991;2;15/10/2017
10068;1002000;1;15/10/2017
10161;1001182;2;15/10/2017
14103;1003252;2;15/10/2017
11367;1003171;1;16/10/2017
14991;1003695;2;16/10/2017
11404;1001223;2;16/10/2017
10666;1000733;1;16/10/2017
10350;1002799;2;16/10/2017
15020;1003584;2;17/10/2017
13654;1001745;1;17/10/2017
13020;1002223;1;17/10/2017
15077;1002567;1;17/10/2017
13912;1001147;2;17/10/2017
12808;1002297;1;17/10/2017
11600;1002311;2;17/10/2017
15020;1003430;1;18/10/2017
10238;1000845;1;18/10/2017
10588;1003304;1;18/10/2017
12093;1002051;2;18/10/2017
11869;1002494;1;18/10/2017
13136;1002406;1;18/10/2017
13569;1001784;2;18/10/2017
12890;1002799;1;18/10/2017
12489;1002784;1;18/10/2017
15217;1003054;1;18/10/2017
10264;1003550;2;19/10/2017
14526;1000712;1;19/10/2017
14304;1000751;1;19/10/2017
12875;1003070;1;19/10/2017
13020;1002223;2;19/10/2017
12478;1002336;1;19/10/2017
13586;1003917;2;19/10/2017
12286;1001889;1;19/10/2017
12355;1003638;1;19/10/2017
11526;1001405;1;20/10/2017
12890;1002799;2;20/10/2017
11432;1001532;1;20/10/2017
15030;1002292;1;20/10/2017
12355;1003638;2;20/10/2017
11918;1003638;2;20/10/2017
14526;1000712;2;20/10/2017
11350;1000991;2;20/10/2017
12018;1001507;2;21/10/2017
11166;1001743;2;21/10/2017
11051;1002763;1;21/10/2017
15179;1002311;1;21/10/2017
10637;1003070;1;21/10/2017
11632;1002511;1;21/10/2017
10238;1000845;2;21/10/2017
12955;1000820;1;21/10/2017
10068;1002000;2;21/10/2017
11817;1002445;1;21/10/2017
13473;1002222;1;22/10/2017
10905;1000175;1;22/10/2017
12395;1003776;2;22/10/2017
10666;1000733;2;22/10/2017
11801;1003252;2;22/10/2017
11367;1003171;2;22/10/2017
11817;1002445;2;22/10/2017
14715;1000048;1;22/10/2017
10385;1000751;2;22/10/2017
11051;1002763;2;22/10/2017
10580;1003808;2;22/10/2017
10232;1002645;1;22/10/2017
12839;1000514;1;22/10/2017
12050;1001203;2;22/10/2017
10775;1003098;1;22/10/2017
12371;1001223;1;23/10/2017
14044;1003784;1;23/10/2017
13654;1001745;2;23/10/2017
12286;1001889;2;23/10/2017
14444;1001872;1;23/10/2017
10206;1002504;2;23/10/2017
14542;1001428;1;23/10/2017
13785;1002633;1;23/10/2017
11526;1001405;2;23/10/2017
11869;1002494;2;24/10/2017
10496;1001279;1;24/10/2017
14304;1000751;2;24/10/2017
15217;1003054;2;24/10/2017
12808;1002297;2;24/10/2017
15077;1002567;2;24/10/2017
12955;1000820;2;24/10/2017
12018;1001284;1;24/10/2017
13990;1000877;2;24/10/2017
11662;1003525;1;25/10/2017
10418;1000522;1;25/10/2017
14218;1000472;1;25/10/2017
13356;1001108;1;25/10/2017
10637;1003070;2;25/10/2017
11287;1001850;1;25/10/2017
14304;1000637;1;25/10/2017
12355;1003382;1;25/10/2017
12875;1003070;2;25/10/2017
12044;1001532;2;25/10/2017
13174;1002504;1;25/10/2017
10873;1001116;2;25/10/2017
11632;1002511;2;25/10/2017
11051;1002611;1;25/10/2017
13304;1000583;2;25/10/2017
13632;1003046;1;26/10/2017
10849;1002406;1;26/10/2017
13136;1002406;2;26/10/2017
11432;1001532;2;26/10/2017
12618;1001994;1;26/10/2017
13015;1003171;1;26/10/2017
15162;1003577;1;26/10/2017
10161;1000964;1;26/10/2017
11851;1002311;2;26/10/2017
12839;1000514;2;26/10/2017
14103;1003140;1;27/10/2017
10068;1001967;1;27/10/2017
13174;1002504;2;27/10/2017
14703;1000378;1;27/10/2017
13100;1001799;1;27/10/2017
14542;1001428;2;27/10/2017
11428;1002567;1;27/10/2017
10266;1003015;1;27/10/2017
11393;1002431;1;28/10/2017
11287;1001850;2;28/10/2017
15030;1002292;2;28/10/2017
13421;1001182;1;28/10/2017
10418;1000522;2;28/10/2017
10644;1000658;1;28/10/2017
13460;1000087;1;28/10/2017
12371;1001223;2;28/10/2017
15217;1002943;1;28/10/2017
11801;1003076;1;28/10/2017
12355;1003382;2;28/10/2017
13785;1002633;2;28/10/2017
10905;1000175;2;28/10/2017
10139;1002620;1;28/10/2017
10264;1003215;1;29/10/2017
10139;1002620;2;29/10/2017
14715;1000048;2;29/10/2017
10588;1003304;2;29/10/2017
14991;1003584;1;29/10/2017
11300;1003904;1;29/10/2017
13136;1002380;1;29/10/2017
13049;1001889;1;29/10/2017
10238;1000583;1;29/10/2017
15179;1002311;2;29/10/2017
14103;1003140;2;29/10/2017
10637;1003025;1;29/10/2017
13356;1001108;2;30/10/2017
15105;1001428;1;30/10/2017
10644;1000658;2;30/10/2017
13049;1001889;2;30/10/2017
11300;1003904;2;30/10/2017
14046;1002974;1;30/10/2017
13460;1000087;2;30/10/2017
11051;1002611;2;30/10/2017
11393;1002431;2;30/10/2017
13364;1000681;1;30/10/2017
11632;1002494;1;30/10/2017
12050;1001154;1;30/10/2017
10068;1001967;2;30/10/2017
13632;1003046;2;30/10/2017
10161;1000964;2;31/10/2017
14243;1001833;1;31/10/2017
12018;1001284;2;31/10/2017
15030;1002008;1;31/10/2017
14991;1003584;2;31/10/2017
10849;1002406;2;31/10/2017
11976;1002884;1;31/10/2017
14378;1002162;2;31/10/2017
14046;1002974;2;31/10/2017
14146;1002710;1;01/11/2017
11817;1002180;1;01/11/2017
12478;1002336;2;01/11/2017
15179;1002146;1;01/11/2017
11662;1003525;2;01/11/2017
10637;1003025;2;01/11/2017
14218;1000472;2;01/11/2017
10666;1000686;1;01/11/2017
13136;1002380;2;01/11/2017
11393;1002180;1;01/11/2017
15105;1001428;2;01/11/2017
10232;1002645;2;01/11/2017
14703;1000378;2;01/11/2017
11662;1003430;1;02/11/2017
12489;1002784;2;02/11/2017
15077;1002557;1;02/11/2017
15020;1003430;2;02/11/2017
13232;1003695;1;02/11/2017
14444;1001872;2;02/11/2017
13329;1002668;1;02/11/2017
12093;1001735;1;03/11/2017
12044;1001503;1;03/11/2017
13364;1000681;2;03/11/2017
12018;1001167;1;03/11/2017
14584;1003099;2;03/11/2017
12050;1001154;2;03/11/2017
13473;1002222;2;03/11/2017
14103;1003098;1;03/11/2017
12258;1003005;1;03/11/2017
11432;1001335;1;03/11/2017
11428;1002567;2;03/11/2017
11300;1003784;1;03/11/2017
14715;1003904;1;03/11/2017
10080;1000269;1;03/11/2017
14044;1003784;2;04/11/2017
11918;1003459;1;04/11/2017
12093;1001735;2;04/11/2017
13632;1002974;1;04/11/2017
10496;1001279;2;04/11/2017
13015;1003171;2;04/11/2017
14574;1000514;1;04/11/2017
13020;1001926;1;05/11/2017
10516;1002900;1;05/11/2017
11817;1002180;2;05/11/2017
12839;1000096;1;05/11/2017
12631;1000396;1;05/11/2017
15030;1002008;2;05/11/2017
11393;1002180;2;05/11/2017
11801;1003076;2;05/11/2017
11300;1003784;2;05/11/2017
11221;1003005;1;06/11/2017
11350;1000861;1;06/11/2017
12198;1001503;1;06/11/2017
11918;1003459;2;06/11/2017
13174;1002265;1;06/11/2017
13912;1000752;1;06/11/2017
10666;1000686;2;06/11/2017
14243;1001833;2;06/11/2017
13586;1003880;1;06/11/2017
11393;1001811;1;06/11/2017
11600;1002146;1;06/11/2017
11632;1002494;2;06/11/2017
12560;1003577;1;07/11/2017
10080;1000269;2;07/11/2017
12038;1003124;1;07/11/2017
11600;1002146;2;07/11/2017
10873;1000794;1;07/11/2017
12631;1000396;2;07/11/2017
12890;1002633;1;07/11/2017
10350;1002720;1;07/11/2017
10972;1000942;1;07/11/2017
11555;1001784;1;07/11/2017
10588;1003087;1;07/11/2017
10232;1002554;1;08/11/2017
11555;1001784;2;08/11/2017
14991;1003473;1;08/11/2017
11404;1000964;1;08/11/2017
10331;1000522;1;08/11/2017
15179;1002146;2;08/11/2017
12839;1000096;2;08/11/2017
12890;1002633;2;08/11/2017
15077;1002557;2;08/11/2017
13912;1000752;2;08/11/2017
12038;1003124;2;08/11/2017
11432;1001335;2;08/11/2017
11662;1003430;2;08/11/2017
11801;1002784;1;08/11/2017
10350;1002720;2;09/11/2017
10304;1002051;1;09/11/2017
11287;1001743;1;09/11/2017
14542;1001240;1;09/11/2017
14444;1001718;1;09/11/2017
10637;1002884;1;09/11/2017
12018;1001167;2;09/11/2017
14574;1000514;2;09/11/2017
11350;1000861;2;09/11/2017
13545;1003238;1;09/11/2017
10972;1000942;2;09/11/2017
14103;1003098;2;09/11/2017
13232;1003695;2;09/11/2017
13421;1001182;2;09/11/2017
13632;1002974;2;09/11/2017
12286;1001811;1;09/11/2017
13654;1001712;1;10/11/2017
13100;1001799;2;10/11/2017
13356;1000820;1;10/11/2017
10943;1003853;1;10/11/2017
10775;1003098;2;10/11/2017
13734;1002784;1;10/11/2017
12198;1001503;2;10/11/2017
13015;1002974;1;10/11/2017
15179;1002134;1;10/11/2017
11051;1002457;1;11/11/2017
10580;1003651;1;11/11/2017
12401;1002681;1;11/11/2017
13356;1000820;2;11/11/2017
13174;1002265;2;11/11/2017
10266;1003015;2;11/11/2017
11393;1001811;2;11/11/2017
11367;1003147;1;11/11/2017
14526;1000617;1;11/11/2017
13569;1001735;1;11/11/2017
12044;1001503;2;12/11/2017
10905;1000112;1;12/11/2017
15162;1003577;2;12/11/2017
14542;1003206;1;12/11/2017
12618;1001994;2;12/11/2017
14542;1001240;2;12/11/2017
12560;1003577;2;12/11/2017
10516;1002900;2;12/11/2017
12593;1003124;1;12/11/2017
13020;1001926;2;12/11/2017
11817;1001811;1;13/11/2017
14218;1000378;1;13/11/2017
11851;1002000;1;13/11/2017
13364;1000445;1;13/11/2017
10588;1003087;2;13/11/2017
14304;1000637;2;13/11/2017
10331;1000522;2;13/11/2017
11221;1003005;2;13/11/2017
11502;1003127;1;13/11/2017
10873;1000794;2;13/11/2017
15217;1002943;2;13/11/2017
10232;1002554;2;13/11/2017
12217;1003005;1;13/11/2017
10232;1002311;1;14/11/2017
10496;1001108;1;14/11/2017
15077;1002180;1;14/11/2017
14356;1002567;1;14/11/2017
12593;1003124;2;14/11/2017
12286;1001811;2;14/11/2017
11404;1000964;2;14/11/2017
13473;1002216;1;15/11/2017
10264;1003215;2;15/11/2017
13569;1001735;2;15/11/2017
14768;1001625;1;15/11/2017
12050;1001116;1;15/11/2017
10238;1000583;2;15/11/2017
13364;1000445;2;15/11/2017
12355;1003214;1;15/11/2017
12401;1002681;2;15/11/2017
11428;1002209;1;15/11/2017
12258;1003005;2;15/11/2017
10465;1000134;1;15/11/2017
14044;1003577;1;15/11/2017
10139;1002557;1;15/11/2017
11287;1001743;2;15/11/2017
13654;1001712;2;15/11/2017
12395;1003393;1;15/11/2017
15077;1002180;2;15/11/2017
14715;1003904;2;16/11/2017
12478;1002330;1;16/11/2017
14542;1003206;2;16/11/2017
11526;1001279;1;16/11/2017
12875;1002681;1;16/11/2017
13545;1003238;2;16/11/2017
11367;1003147;2;16/11/2017
11428;1002209;2;16/11/2017
11763;1000037;1;16/11/2017
13049;1001507;1;16/11/2017
10496;1001108;2;16/11/2017
10665;1003501;1;16/11/2017
12018;1000964;1;16/11/2017
13586;1003880;2;17/11/2017
13015;1002974;2;17/11/2017
10418;1000472;1;17/11/2017
13785;1002247;1;17/11/2017
11300;1003726;1;17/11/2017
12044;1001223;1;17/11/2017
13304;1000170;1;17/11/2017
14044;1003577;2;17/11/2017
13734;1002784;2;17/11/2017
11976;1002884;2;18/11/2017
12395;1003393;2;18/11/2017
13990;1000861;1;18/11/2017
11502;1003127;2;18/11/2017
12044;1001223;2;18/11/2017
11662;1003355;1;18/11/2017
10905;1000112;2;18/11/2017
14146;1002710;2;18/11/2017
11851;1002000;2;18/11/2017
10644;1000422;1;19/11/2017
12955;1000786;1;19/11/2017
14952;1001057;1;19/11/2017
10665;1003501;2;19/11/2017
14900;1002180;1;19/11/2017
13990;1000861;2;19/11/2017
11428;1001889;1;20/11/2017
12018;1000964;2;20/11/2017
10385;1000514;1;20/11/2017
14952;1001057;2;20/11/2017
14991;1003473;2;20/11/2017
12593;1002924;1;20/11/2017
11869;1002223;1;20/11/2017
15077;1002117;1;20/11/2017
13049;1001507;2;20/11/2017
11300;1003726;2;20/11/2017
12395;1003140;1;20/11/2017
11526;1001279;2;20/11/2017
15020;1003426;1;20/11/2017
12808;1002162;1;20/11/2017
14768;1001625;2;20/11/2017
12050;1001116;2;20/11/2017
14378;1002073;1;21/11/2017
13329;1002668;2;21/11/2017
10580;1003651;2;21/11/2017
12875;1002681;2;21/11/2017
12198;1001494;1;21/11/2017
12955;1000786;2;21/11/2017
10080;1003808;1;21/11/2017
11502;1003124;1;22/11/2017
13049;1001443;1;22/11/2017
14482;1002336;1;22/11/2017
12401;1002297;1;22/11/2017
15077;1002117;2;22/11/2017
11918;1003383;1;22/11/2017
13304;1000170;2;22/11/2017
12371;1001154;1;22/11/2017
14356;1002567;2;22/11/2017
13734;1002511;1;22/11/2017
14103;1002740;1;22/11/2017
11404;1000820;1;22/11/2017
11763;1000037;2;22/11/2017
14900;1002180;2;22/11/2017
11350;1000712;1;22/11/2017
14046;1002784;1;22/11/2017
11869;1002223;2;22/11/2017
12489;1002620;1;22/11/2017
12478;1002330;2;23/11/2017
14085;1001286;1;23/11/2017
13460;1003695;1;23/11/2017
11801;1002784;2;23/11/2017
15030;1001743;1;23/11/2017
11166;1001735;1;23/11/2017
13785;1002247;2;23/11/2017
14482;1002336;2;23/11/2017
13421;1000773;1;23/11/2017
14218;1000378;2;23/11/2017
12198;1001494;2;24/11/2017
13632;1002969;1;24/11/2017
13174;1001994;1;24/11/2017
15030;1001743;2;24/11/2017
14795;1003726;1;24/11/2017
14526;1000617;2;24/11/2017
15105;1001083;1;24/11/2017
